BounceRates,ExitRates,Region,Weekend,Month_Dec,Month_Mar,Month_May,Month_Nov,VisitorType_New_Visitor,VisitorType_Returning_Visitor
0.045,0.098333335,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.035714285,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.06321839,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01075269,0.07506517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.037037035,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.125,0.2625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.02173913,0.07246377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.142857145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.083333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.083333335,0.291666665,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.285714285,0.42857143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.142857145,0.1190476199999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.039473685,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.05882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.076923075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.01851852,0.12962963,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25,0.333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.19047619,0.404761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0208333349999999,0.158333335,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.04473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.134920635,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.166666665,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.06755125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.03529412,0.0882352949999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.22222222,0.37037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25,0.333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25,0.333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.004273505,0.0895923499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.083333335,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.06451613,0.177419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.02777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.064814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.09090909,0.136363635,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.166666665,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.171875,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.14,0.5976190499999999,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2037037049999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.25,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.03773585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6666666649999999,0.833333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.055555555,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.092592595,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.166666665,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.02777778,0.23148148,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.09019608,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0592592599999999,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.037037035,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.045454545,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.333333335,0.333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.166666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.035714285,0.151785715,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.136363635,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0375,0.140833335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.131578945,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.133333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.166666665,0.24965405,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.166666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.04347826,0.0942028999999999,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.15151515,0.203030305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.076086955,0.06231884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.083333335,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.04347826,0.057971015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.166666665,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.433333335,0.833333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.09090909,0.31818182,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0725,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0958333349999999,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.055555555,0.166666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.333333335,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.043010755,0.875,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.076923075,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.07142857,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.05371901,0.235013175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.166666665,0.166666665,0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.05882353,0.625,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.041666665,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0158730149999999,0.06382101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.055555555,0.136243385,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.031699345,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.00980392,0.06754707,0.625,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.10354437,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.035714285,0.083639455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18095238,0.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.045454545,0.28831169,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.01030928,0.050867325,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0289855049999999,0.375,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.06534091,0.30703125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0083333349999999,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.00862069,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.02,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0208333349999999,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.444444445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.041666665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.02631579,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0625,0.125,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.142857145,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.083333335,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.21875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.166666665,0.1875,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18809524,0.24761905,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.25,0.875,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.033333335,0.166666665,0.625,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.214285715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.02857143,0.142857145,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.083333335,0.375,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.066666665,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.007407405,0.045751635,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.5,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.032894735,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.11111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.066666665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.05263158,0.10526316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.02,0.103333335,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.073333335,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.055555555,0.166666665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.096153845,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.02631579,0.22105263,0.125,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.070408165,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.03448276,0.053001275,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0578947349999999,0.161128425,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.055555555,0.125,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.2,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1140350899999999,0.182750435,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.09090909,0.15909091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.11764706,0.23235294,0.875,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.083333335,0.154166665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.04761905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.096774195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.076923075,0.205128205,0.875,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.166666665,0.24074074,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.025,0.0902638,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.06338028,0.076006035,0.125,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.036231885,0.11126953,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.4,0.6,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.05,0.128333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.05185185,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.166666665,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.07777778,0.1693121699999999,0.625,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.032258065,0.093548385,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.016649325,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.058333335,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.16923077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.083333335,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1785714299999999,0.2678571449999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.07142857,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.022727275,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1,0.066666665,0.125,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.25,0.625,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.083333335,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.083333335,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.125,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.072916665,0.197916665,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.166666665,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0531914899999999,0.1309312749999999,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.22222222,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.1,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.19047619,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.057142855,0.123809525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.01075269,0.038611925,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.052941175,0.113215195,0.625,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.055555555,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0675,0.18738095,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.07142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.11212121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.022727275,0.15953654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.875,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.11111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.011363635,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.133333335,0.125,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.062857145,0.2238095249999999,0.625,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.5,0.25,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.166666665,0.12777778,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.08,0.375,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0689655149999999,0.144827585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.333333335,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.25,0.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.01851852,0.074074075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.043408825,0.625,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0484848499999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.05185185,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.114583335,0.19186508,0.625,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.2,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.025641025,0.08205128,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.000877965,0.625,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.142857145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.066666665,0.133333335,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.017857145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
